State,Year,Quater,RegisteredUsers,Pincode
mizoram,2023,1,9633,796701
mizoram,2023,1,8546,796012
mizoram,2023,1,7432,796017
mizoram,2023,1,6155,796008
mizoram,2023,1,5620,796772
mizoram,2023,1,4978,796321
mizoram,2023,1,4890,796081
mizoram,2023,1,4442,796014
mizoram,2022,2,17564,796005
mizoram,2022,2,16002,796009
mizoram,2022,2,8395,796701
mizoram,2022,2,7437,796012
mizoram,2022,2,6465,796017
mizoram,2022,2,5303,796008
mizoram,2022,2,4791,796772
mizoram,2022,2,4381,796321
mizoram,2022,2,4275,796081
mizoram,2022,2,3864,796014
mizoram,2022,3,18512,796005
mizoram,2022,3,16866,796009
mizoram,2022,3,8842,796701
mizoram,2022,3,7826,796012
mizoram,2022,3,6808,796017
mizoram,2022,3,5612,796008
mizoram,2022,3,5092,796772
mizoram,2022,3,4603,796321
mizoram,2022,3,4485,796081
mizoram,2022,3,4068,796014
mizoram,2022,4,19398,796005
mizoram,2022,4,17652,796009
mizoram,2022,4,9232,796701
mizoram,2022,4,8201,796012
mizoram,2022,4,7121,796017
mizoram,2022,4,5882,796008
mizoram,2022,4,5348,796772
mizoram,2022,4,4764,796321
mizoram,2022,4,4657,796081
mizoram,2022,4,4239,796014
mizoram,2022,1,16682,796005
mizoram,2022,1,15199,796009
mizoram,2022,1,7976,796701
mizoram,2022,1,7071,796012
mizoram,2022,1,6110,796017
mizoram,2022,1,5037,796008
mizoram,2022,1,4513,796772
mizoram,2022,1,4156,796321
mizoram,2022,1,4020,796081
mizoram,2022,1,3670,796014
mizoram,2019,2,4439,796005
mizoram,2019,2,4143,796009
mizoram,2019,2,2033,796701
mizoram,2019,2,1919,796012
mizoram,2019,2,1781,796017
mizoram,2019,2,1267,796008
mizoram,2019,2,1001,796014
mizoram,2019,2,972,796081
mizoram,2019,2,948,796321
mizoram,2019,2,925,796181
mizoram,2019,3,5357,796005
mizoram,2019,3,5022,796009
mizoram,2019,3,2408,796701
mizoram,2019,3,2285,796012
mizoram,2019,3,2046,796017
mizoram,2019,3,1521,796008
mizoram,2019,3,1182,796081
mizoram,2019,3,1173,796772
mizoram,2019,3,1168,796014
mizoram,2019,3,1137,796321
mizoram,2019,4,6157,796005
mizoram,2019,4,5779,796009
mizoram,2019,4,2825,796701
mizoram,2019,4,2628,796012
mizoram,2019,4,2308,796017
mizoram,2019,4,1752,796008
mizoram,2019,4,1401,796772
mizoram,2019,4,1369,796081
mizoram,2019,4,1358,796014
mizoram,2019,4,1339,796321
mizoram,2019,1,3769,796005
mizoram,2019,1,3457,796009
mizoram,2019,1,1670,796012
mizoram,2019,1,1651,796701
mizoram,2019,1,1477,796017
mizoram,2019,1,1074,796008
mizoram,2019,1,864,796014
mizoram,2019,1,807,796081
mizoram,2019,1,803,796321
mizoram,2019,1,752,796181
andhra-pradesh,2020,2,156221,517501
andhra-pradesh,2020,2,138735,517507
andhra-pradesh,2020,2,120621,530016
andhra-pradesh,2020,2,119223,515001
andhra-pradesh,2020,2,112673,518002
andhra-pradesh,2020,2,111898,516001
andhra-pradesh,2020,2,98803,516360
andhra-pradesh,2020,2,93834,524002
andhra-pradesh,2020,2,93224,530026
andhra-pradesh,2020,2,91299,520010
andhra-pradesh,2020,3,166768,517501
andhra-pradesh,2020,3,149001,517507
andhra-pradesh,2020,3,128227,515001
andhra-pradesh,2020,3,128059,530016
andhra-pradesh,2020,3,121529,518002
andhra-pradesh,2020,3,120997,516001
andhra-pradesh,2020,3,108073,516360
andhra-pradesh,2020,3,102103,524002
andhra-pradesh,2020,3,99754,530026
andhra-pradesh,2020,3,97752,520010
andhra-pradesh,2020,4,178328,517501
andhra-pradesh,2020,4,160062,517507
andhra-pradesh,2020,4,137945,515001
andhra-pradesh,2020,4,136049,530016
andhra-pradesh,2020,4,130871,518002
andhra-pradesh,2020,4,130500,516001
andhra-pradesh,2020,4,117397,516360
andhra-pradesh,2020,4,110746,524002
andhra-pradesh,2020,4,106320,530026
andhra-pradesh,2020,4,104956,520010
andhra-pradesh,2020,1,146823,517501
andhra-pradesh,2020,1,129214,517507
andhra-pradesh,2020,1,114042,530016
andhra-pradesh,2020,1,111359,515001
andhra-pradesh,2020,1,102905,518002
andhra-pradesh,2020,1,102893,516001
andhra-pradesh,2020,1,89774,516360
andhra-pradesh,2020,1,87449,530026
andhra-pradesh,2020,1,85878,524002
andhra-pradesh,2020,1,85779,520010
andhra-pradesh,2021,2,203005,517501
andhra-pradesh,2021,2,182425,517507
andhra-pradesh,2021,2,157649,515001
andhra-pradesh,2021,2,154509,530016
andhra-pradesh,2021,2,149368,518002
andhra-pradesh,2021,2,148851,516001
andhra-pradesh,2021,2,134622,516360
andhra-pradesh,2021,2,126459,524002
andhra-pradesh,2021,2,120973,530026
andhra-pradesh,2021,2,119561,520010
andhra-pradesh,2021,3,216777,517501
andhra-pradesh,2021,3,194860,517507
andhra-pradesh,2021,3,168654,515001
andhra-pradesh,2021,3,164812,530016
andhra-pradesh,2021,3,159802,518002
andhra-pradesh,2021,3,158891,516001
andhra-pradesh,2021,3,144068,516360
andhra-pradesh,2021,3,135136,524002
andhra-pradesh,2021,3,129270,530026
andhra-pradesh,2021,3,127618,520010
andhra-pradesh,2021,4,230688,517501
andhra-pradesh,2021,4,207174,517507
andhra-pradesh,2021,4,179763,515001
andhra-pradesh,2021,4,175300,530016
andhra-pradesh,2021,4,170267,518002
andhra-pradesh,2021,4,169158,516001
andhra-pradesh,2021,4,153381,516360
andhra-pradesh,2021,4,143764,524002
andhra-pradesh,2021,4,137812,530026
andhra-pradesh,2021,4,135719,520010
andhra-pradesh,2021,1,190712,517501
andhra-pradesh,2021,1,171417,517507
andhra-pradesh,2021,1,147941,515001
andhra-pradesh,2021,1,145206,530016
andhra-pradesh,2021,1,140153,518002
andhra-pradesh,2021,1,139840,516001
andhra-pradesh,2021,1,126260,516360
andhra-pradesh,2021,1,118730,524002
andhra-pradesh,2021,1,113581,530026
andhra-pradesh,2021,1,112324,520010
andhra-pradesh,2018,2,53468,517501
andhra-pradesh,2018,2,45241,517507
andhra-pradesh,2018,2,43386,530016
andhra-pradesh,2018,2,42466,515001
andhra-pradesh,2018,2,38402,516001
andhra-pradesh,2018,2,37593,518002
andhra-pradesh,2018,2,34544,516360
andhra-pradesh,2018,2,34126,530026
andhra-pradesh,2018,2,31871,520010
andhra-pradesh,2018,2,31134,524002
andhra-pradesh,2018,3,65157,517501
andhra-pradesh,2018,3,54849,517507
andhra-pradesh,2018,3,52259,530016
andhra-pradesh,2018,3,51449,515001
andhra-pradesh,2018,3,46691,516001
andhra-pradesh,2018,3,45145,518002
andhra-pradesh,2018,3,41963,516360
andhra-pradesh,2018,3,40580,530026
andhra-pradesh,2018,3,38918,520010
andhra-pradesh,2018,3,37559,524002
andhra-pradesh,2018,4,82873,517501
andhra-pradesh,2018,4,70421,517507
andhra-pradesh,2018,4,65549,530016
andhra-pradesh,2018,4,63576,515001
andhra-pradesh,2018,4,58028,516001
andhra-pradesh,2018,4,55735,518002
andhra-pradesh,2018,4,52058,516360
andhra-pradesh,2018,4,51900,530026
andhra-pradesh,2018,4,48991,520010
andhra-pradesh,2018,4,46616,524002
andhra-pradesh,2018,1,39884,517501
andhra-pradesh,2018,1,34201,530016
andhra-pradesh,2018,1,34111,517507
andhra-pradesh,2018,1,31964,515001
andhra-pradesh,2018,1,29078,516001
andhra-pradesh,2018,1,29043,518002
andhra-pradesh,2018,1,26889,530026
andhra-pradesh,2018,1,26187,516360
andhra-pradesh,2018,1,24397,520010
andhra-pradesh,2018,1,23439,524002
andhra-pradesh,2023,2,306201,517501
andhra-pradesh,2023,2,273955,517507
andhra-pradesh,2023,2,240176,515001
andhra-pradesh,2023,2,231775,530016
andhra-pradesh,2023,2,227292,518002
andhra-pradesh,2023,2,225126,516001
andhra-pradesh,2023,2,204900,516360
andhra-pradesh,2023,2,191332,524002
andhra-pradesh,2023,2,184561,530026
andhra-pradesh,2023,2,179439,520001
andhra-pradesh,2023,3,317981,517501
andhra-pradesh,2023,3,284487,517507
andhra-pradesh,2023,3,249655,515001
andhra-pradesh,2023,3,240480,530016
andhra-pradesh,2023,3,236199,518002
andhra-pradesh,2023,3,233874,516001
andhra-pradesh,2023,3,213165,516360
andhra-pradesh,2023,3,198528,524002
andhra-pradesh,2023,3,192066,530026
andhra-pradesh,2023,3,186511,520001
andhra-pradesh,2023,1,295420,517501
andhra-pradesh,2023,1,264456,517507
andhra-pradesh,2023,1,231542,515001
andhra-pradesh,2023,1,223726,530016
andhra-pradesh,2023,1,219100,518002
andhra-pradesh,2023,1,217104,516001
andhra-pradesh,2023,1,197437,516360
andhra-pradesh,2023,1,184419,524002
andhra-pradesh,2023,1,177985,530026
andhra-pradesh,2023,1,173156,520010
andhra-pradesh,2022,2,256290,517501
andhra-pradesh,2022,2,229983,517507
andhra-pradesh,2022,2,200266,515001
andhra-pradesh,2022,2,194513,530016
andhra-pradesh,2022,2,189505,518002
andhra-pradesh,2022,2,188295,516001
andhra-pradesh,2022,2,170855,516360
andhra-pradesh,2022,2,159834,524002
andhra-pradesh,2022,2,153586,530026
andhra-pradesh,2022,2,150546,520010
andhra-pradesh,2022,3,269370,517501
andhra-pradesh,2022,3,241720,517507
andhra-pradesh,2022,3,210661,515001
andhra-pradesh,2022,3,204230,530016
andhra-pradesh,2022,3,199354,518002
andhra-pradesh,2022,3,197910,516001
andhra-pradesh,2022,3,179806,516360
andhra-pradesh,2022,3,168015,524002
andhra-pradesh,2022,3,161715,530026
andhra-pradesh,2022,3,158071,520010
andhra-pradesh,2022,4,282766,517501
andhra-pradesh,2022,4,253314,517507
andhra-pradesh,2022,4,221328,515001
andhra-pradesh,2022,4,214155,530016
andhra-pradesh,2022,4,209376,518002
andhra-pradesh,2022,4,207725,516001
andhra-pradesh,2022,4,188768,516360
andhra-pradesh,2022,4,176415,524002
andhra-pradesh,2022,4,169957,530026
andhra-pradesh,2022,4,165734,520010
andhra-pradesh,2022,1,243791,517501
andhra-pradesh,2022,1,218905,517507
andhra-pradesh,2022,1,190203,515001
andhra-pradesh,2022,1,185094,530016
andhra-pradesh,2022,1,180102,518002
andhra-pradesh,2022,1,179007,516001
andhra-pradesh,2022,1,162263,516360
andhra-pradesh,2022,1,151939,524002
andhra-pradesh,2022,1,145842,530026
andhra-pradesh,2022,1,143308,520010
andhra-pradesh,2019,2,113033,517501
andhra-pradesh,2019,2,97534,517507
andhra-pradesh,2019,2,87556,530016
andhra-pradesh,2019,2,84157,515001
andhra-pradesh,2019,2,76617,516001
andhra-pradesh,2019,2,75952,518002
andhra-pradesh,2019,2,68283,530026
andhra-pradesh,2019,2,66885,516360
andhra-pradesh,2019,2,66082,520010
andhra-pradesh,2019,2,62933,524002
andhra-pradesh,2019,3,124727,517501
andhra-pradesh,2019,3,108199,517507
andhra-pradesh,2019,3,97323,530016
andhra-pradesh,2019,3,93191,515001
andhra-pradesh,2019,3,84918,518002
andhra-pradesh,2019,3,84693,516001
andhra-pradesh,2019,3,74501,530026
andhra-pradesh,2019,3,73267,516360
andhra-pradesh,2019,3,72722,520010
andhra-pradesh,2019,3,69783,524002
andhra-pradesh,2019,4,136436,517501
andhra-pradesh,2019,4,119146,517507
andhra-pradesh,2019,4,106404,530016
andhra-pradesh,2019,4,102848,515001
andhra-pradesh,2019,4,94209,516001
andhra-pradesh,2019,4,94193,518002
andhra-pradesh,2019,4,81619,516360
andhra-pradesh,2019,4,81191,530026
andhra-pradesh,2019,4,79453,520010
andhra-pradesh,2019,4,77681,524002
andhra-pradesh,2019,1,100561,517501
andhra-pradesh,2019,1,85980,517507
andhra-pradesh,2019,1,77790,530016
andhra-pradesh,2019,1,75171,515001
andhra-pradesh,2019,1,68514,516001
andhra-pradesh,2019,1,66689,518002
andhra-pradesh,2019,1,61623,530026
andhra-pradesh,2019,1,60798,516360
andhra-pradesh,2019,1,59055,520010
andhra-pradesh,2019,1,55931,524002
lakshadweep,2020,2,1178,682555
lakshadweep,2020,2,744,682551
lakshadweep,2020,2,376,682557
lakshadweep,2020,2,274,682552
lakshadweep,2020,2,271,682556
lakshadweep,2020,2,207,682559
lakshadweep,2020,2,121,682554
lakshadweep,2020,2,16,682558
lakshadweep,2020,3,1334,682555
lakshadweep,2020,3,866,682551
lakshadweep,2020,3,429,682557
lakshadweep,2020,3,323,682552
lakshadweep,2020,3,311,682556
lakshadweep,2020,3,220,682559
lakshadweep,2020,3,142,682554
lakshadweep,2020,3,19,682558
lakshadweep,2020,4,1530,682555
lakshadweep,2020,4,981,682551
lakshadweep,2020,4,480,682557
lakshadweep,2020,4,388,682552
lakshadweep,2020,4,354,682556
lakshadweep,2020,4,256,682559
lakshadweep,2020,4,168,682554
lakshadweep,2020,4,22,682558
lakshadweep,2020,1,1032,682555
lakshadweep,2020,1,633,682551
lakshadweep,2020,1,332,682557
lakshadweep,2020,1,248,682552
lakshadweep,2020,1,227,682556
lakshadweep,2020,1,200,682559
lakshadweep,2020,1,89,682554
lakshadweep,2020,1,11,682558
lakshadweep,2021,2,1780,682555
lakshadweep,2021,2,1154,682551
lakshadweep,2021,2,559,682557
lakshadweep,2021,2,463,682552
lakshadweep,2021,2,424,682556
lakshadweep,2021,2,295,682559
lakshadweep,2021,2,194,682554
lakshadweep,2021,2,27,682558
lakshadweep,2021,3,1914,682555
lakshadweep,2021,3,1237,682551
lakshadweep,2021,3,607,682557
lakshadweep,2021,3,504,682552
lakshadweep,2021,3,461,682556
lakshadweep,2021,3,321,682559
lakshadweep,2021,3,212,682554
lakshadweep,2021,3,31,682558
lakshadweep,2021,4,2037,682555
lakshadweep,2021,4,1321,682551
lakshadweep,2021,4,654,682557
lakshadweep,2021,4,536,682552
lakshadweep,2021,4,486,682556
lakshadweep,2021,4,339,682559
lakshadweep,2021,4,233,682554
lakshadweep,2021,4,32,682558
lakshadweep,2021,1,1664,682555
lakshadweep,2021,1,1083,682551
lakshadweep,2021,1,524,682557
lakshadweep,2021,1,427,682552
lakshadweep,2021,1,396,682556
lakshadweep,2021,1,276,682559
lakshadweep,2021,1,181,682554
lakshadweep,2021,1,26,682558
lakshadweep,2018,2,246,682555
lakshadweep,2018,2,126,682551
lakshadweep,2018,2,94,682557
lakshadweep,2018,2,82,682559
lakshadweep,2018,2,61,682552
lakshadweep,2018,2,56,682556
lakshadweep,2018,2,18,682554
lakshadweep,2018,2,3,682558
lakshadweep,2018,3,338,682555
lakshadweep,2018,3,175,682551
lakshadweep,2018,3,131,682557
lakshadweep,2018,3,93,682559
lakshadweep,2018,3,86,682552
lakshadweep,2018,3,68,682556
lakshadweep,2018,3,22,682554
lakshadweep,2018,3,5,682558
lakshadweep,2018,4,429,682555
lakshadweep,2018,4,241,682551
lakshadweep,2018,4,148,682557
lakshadweep,2018,4,116,682559
lakshadweep,2018,4,110,682552
lakshadweep,2018,4,84,682556
lakshadweep,2018,4,23,682554
lakshadweep,2018,4,5,682558
lakshadweep,2018,1,175,682555
lakshadweep,2018,1,85,682557
lakshadweep,2018,1,78,682551
lakshadweep,2018,1,71,682559
lakshadweep,2018,1,44,682552
lakshadweep,2018,1,37,682556
lakshadweep,2018,1,10,682554
lakshadweep,2018,1,1,682558
lakshadweep,2023,2,2739,682555
lakshadweep,2023,2,1775,682551
lakshadweep,2023,2,867,682557
lakshadweep,2023,2,740,682552
lakshadweep,2023,2,663,682556
lakshadweep,2023,2,446,682559
lakshadweep,2023,2,312,682554
lakshadweep,2023,2,43,682558
lakshadweep,2023,3,2843,682555
lakshadweep,2023,3,1866,682551
lakshadweep,2023,3,902,682557
lakshadweep,2023,3,772,682552
lakshadweep,2023,3,693,682556
lakshadweep,2023,3,462,682559
lakshadweep,2023,3,326,682554
lakshadweep,2023,3,48,682558
lakshadweep,2023,1,2629,682555
lakshadweep,2023,1,1697,682551
lakshadweep,2023,1,833,682557
lakshadweep,2023,1,703,682552
lakshadweep,2023,1,638,682556
lakshadweep,2023,1,427,682559
lakshadweep,2023,1,298,682554
lakshadweep,2023,1,42,682558
lakshadweep,2022,2,2279,682555
lakshadweep,2022,2,1473,682551
lakshadweep,2022,2,732,682557
lakshadweep,2022,2,609,682552
lakshadweep,2022,2,558,682556
lakshadweep,2022,2,379,682559
lakshadweep,2022,2,261,682554
lakshadweep,2022,2,36,682558
lakshadweep,2022,3,2391,682555
lakshadweep,2022,3,1555,682551
lakshadweep,2022,3,766,682557
lakshadweep,2022,3,642,682552
lakshadweep,2022,3,592,682556
lakshadweep,2022,3,389,682559
lakshadweep,2022,3,273,682554
lakshadweep,2022,3,37,682558
lakshadweep,2022,4,2520,682555
lakshadweep,2022,4,1627,682551
lakshadweep,2022,4,797,682557
lakshadweep,2022,4,675,682552
lakshadweep,2022,4,609,682556
lakshadweep,2022,4,409,682559
lakshadweep,2022,4,285,682554
lakshadweep,2022,4,39,682558
lakshadweep,2022,1,2165,682555
lakshadweep,2022,1,1400,682551
lakshadweep,2022,1,692,682557
lakshadweep,2022,1,570,682552
lakshadweep,2022,1,519,682556
lakshadweep,2022,1,363,682559
lakshadweep,2022,1,246,682554
lakshadweep,2022,1,35,682558
lakshadweep,2019,2,685,682555
lakshadweep,2019,2,367,682551
lakshadweep,2019,2,201,682557
lakshadweep,2019,2,158,682552
lakshadweep,2019,2,155,682559
lakshadweep,2019,2,139,682556
lakshadweep,2019,2,35,682554
lakshadweep,2019,2,7,682558
lakshadweep,2019,3,813,682555
lakshadweep,2019,3,469,682551
lakshadweep,2019,3,243,682557
lakshadweep,2019,3,185,682552
lakshadweep,2019,3,176,682559
lakshadweep,2019,3,173,682556
lakshadweep,2019,3,51,682554
lakshadweep,2019,3,7,682558
lakshadweep,2019,4,923,682555
lakshadweep,2019,4,538,682551
lakshadweep,2019,4,279,682557
lakshadweep,2019,4,212,682552
lakshadweep,2019,4,195,682559
lakshadweep,2019,4,193,682556
lakshadweep,2019,4,77,682554
lakshadweep,2019,4,10,682558
lakshadweep,2019,1,549,682555
lakshadweep,2019,1,299,682551
lakshadweep,2019,1,166,682557
lakshadweep,2019,1,132,682552
lakshadweep,2019,1,129,682559
lakshadweep,2019,1,107,682556
lakshadweep,2019,1,29,682554
lakshadweep,2019,1,5,682558
himachal-pradesh,2020,2,93348,173205
himachal-pradesh,2020,2,48771,174101
himachal-pradesh,2020,2,30216,173025
himachal-pradesh,2020,2,22621,173212
himachal-pradesh,2020,2,20572,175131
himachal-pradesh,2020,2,19328,171001
himachal-pradesh,2020,2,16849,175001
himachal-pradesh,2020,2,15644,176001
himachal-pradesh,2020,2,15168,174303
himachal-pradesh,2020,2,14833,176310
himachal-pradesh,2020,3,101524,173205
himachal-pradesh,2020,3,53414,174101
himachal-pradesh,2020,3,33220,173025
himachal-pradesh,2020,3,24316,173212
himachal-pradesh,2020,3,22105,175131
himachal-pradesh,2020,3,20882,171001
himachal-pradesh,2020,3,18324,175001
himachal-pradesh,2020,3,17152,176001
himachal-pradesh,2020,3,16548,174303
himachal-pradesh,2020,3,16421,176310
himachal-pradesh,2020,4,110995,173205
himachal-pradesh,2020,4,58396,174101
himachal-pradesh,2020,4,36256,173025
himachal-pradesh,2020,4,26251,173212
himachal-pradesh,2020,4,24257,175131
himachal-pradesh,2020,4,22628,171001
himachal-pradesh,2020,4,19932,175001
himachal-pradesh,2020,4,18553,176001
himachal-pradesh,2020,4,18098,176310
himachal-pradesh,2020,4,17862,174303
himachal-pradesh,2020,1,85023,173205
himachal-pradesh,2020,1,43696,174101
himachal-pradesh,2020,1,27182,173025
himachal-pradesh,2020,1,20947,173212
himachal-pradesh,2020,1,19230,175131
himachal-pradesh,2020,1,17895,171001
himachal-pradesh,2020,1,15177,175001
himachal-pradesh,2020,1,14023,176001
himachal-pradesh,2020,1,13586,174303
himachal-pradesh,2020,1,13081,176310
himachal-pradesh,2021,2,128445,173205
himachal-pradesh,2021,2,67535,174101
himachal-pradesh,2021,2,41910,173025
himachal-pradesh,2021,2,30003,173212
himachal-pradesh,2021,2,28068,175131
himachal-pradesh,2021,2,25888,171001
himachal-pradesh,2021,2,22836,175001
himachal-pradesh,2021,2,21257,176001
himachal-pradesh,2021,2,20908,176310
himachal-pradesh,2021,2,20508,174303
himachal-pradesh,2021,3,138260,173205
himachal-pradesh,2021,3,72710,174101
himachal-pradesh,2021,3,45026,173025
himachal-pradesh,2021,3,32132,173212
himachal-pradesh,2021,3,30015,175131
himachal-pradesh,2021,3,27667,171001
himachal-pradesh,2021,3,24453,175001
himachal-pradesh,2021,3,22876,176001
himachal-pradesh,2021,3,22418,176310
himachal-pradesh,2021,3,22067,174303
himachal-pradesh,2021,4,148059,173205
himachal-pradesh,2021,4,77954,174101
himachal-pradesh,2021,4,48141,173025
himachal-pradesh,2021,4,34260,173212
himachal-pradesh,2021,4,31988,175131
himachal-pradesh,2021,4,29456,171001
himachal-pradesh,2021,4,26040,175001
himachal-pradesh,2021,4,24421,176001
himachal-pradesh,2021,4,23938,176310
himachal-pradesh,2021,4,23494,174303
himachal-pradesh,2021,1,120028,173205
himachal-pradesh,2021,1,63010,174101
himachal-pradesh,2021,1,39145,173025
himachal-pradesh,2021,1,28099,173212
himachal-pradesh,2021,1,26308,175131
himachal-pradesh,2021,1,24282,171001
himachal-pradesh,2021,1,21401,175001
himachal-pradesh,2021,1,19889,176001
himachal-pradesh,2021,1,19502,176310
himachal-pradesh,2021,1,19161,174303
himachal-pradesh,2018,2,29254,173205
himachal-pradesh,2018,2,13908,174101
himachal-pradesh,2018,2,8719,173025
himachal-pradesh,2018,2,6220,175131
himachal-pradesh,2018,2,5964,173212
himachal-pradesh,2018,2,5918,171001
himachal-pradesh,2018,2,4890,175001
himachal-pradesh,2018,2,4234,174303
himachal-pradesh,2018,2,4023,176001
himachal-pradesh,2018,2,4020,176061
himachal-pradesh,2018,3,37149,173205
himachal-pradesh,2018,3,17987,174101
himachal-pradesh,2018,3,11142,173025
himachal-pradesh,2018,3,7941,173212
himachal-pradesh,2018,3,7758,175131
himachal-pradesh,2018,3,7505,171001
himachal-pradesh,2018,3,6192,175001
himachal-pradesh,2018,3,5563,174303
himachal-pradesh,2018,3,5268,176001
himachal-pradesh,2018,3,5008,176061
himachal-pradesh,2018,4,46448,173205
himachal-pradesh,2018,4,22954,174101
himachal-pradesh,2018,4,14237,173025
himachal-pradesh,2018,4,10405,173212
himachal-pradesh,2018,4,9879,175131
himachal-pradesh,2018,4,9492,171001
himachal-pradesh,2018,4,7597,175001
himachal-pradesh,2018,4,6982,174303
himachal-pradesh,2018,4,6667,176001
himachal-pradesh,2018,4,6284,173001
himachal-pradesh,2018,1,21409,173205
himachal-pradesh,2018,1,10157,174101
himachal-pradesh,2018,1,6327,173025
himachal-pradesh,2018,1,4677,175131
himachal-pradesh,2018,1,4527,171001
himachal-pradesh,2018,1,4335,173212
himachal-pradesh,2018,1,3744,175001
himachal-pradesh,2018,1,2951,176001
himachal-pradesh,2018,1,2940,176061
himachal-pradesh,2018,1,2912,174303
himachal-pradesh,2023,2,202511,173205
himachal-pradesh,2023,2,106155,174101
himachal-pradesh,2023,2,64829,173025
himachal-pradesh,2023,2,45684,173212
himachal-pradesh,2023,2,41927,175131
himachal-pradesh,2023,2,38756,171001
himachal-pradesh,2023,2,34584,175001
himachal-pradesh,2023,2,32600,176001
himachal-pradesh,2023,2,31903,176310
himachal-pradesh,2023,2,31286,174303
himachal-pradesh,2023,3,210542,173205
himachal-pradesh,2023,3,110611,174101
himachal-pradesh,2023,3,67484,173025
himachal-pradesh,2023,3,47440,173212
himachal-pradesh,2023,3,43559,175131
himachal-pradesh,2023,3,40143,171001
himachal-pradesh,2023,3,35958,175001
himachal-pradesh,2023,3,33898,176001
himachal-pradesh,2023,3,33101,176310
himachal-pradesh,2023,3,32525,174303
himachal-pradesh,2023,1,194318,173205
himachal-pradesh,2023,1,101879,174101
himachal-pradesh,2023,1,62353,173025
himachal-pradesh,2023,1,44064,173212
himachal-pradesh,2023,1,40538,175131
himachal-pradesh,2023,1,37430,171001
himachal-pradesh,2023,1,33363,175001
himachal-pradesh,2023,1,31362,176001
himachal-pradesh,2023,1,30657,176310
himachal-pradesh,2023,1,30073,176061
himachal-pradesh,2022,2,166449,173205
himachal-pradesh,2022,2,87920,174101
himachal-pradesh,2022,2,54009,173025
himachal-pradesh,2022,2,38203,173212
himachal-pradesh,2022,2,35511,175131
himachal-pradesh,2022,2,32684,171001
himachal-pradesh,2022,2,29069,175001
himachal-pradesh,2022,2,27332,176001
himachal-pradesh,2022,2,26787,176310
himachal-pradesh,2022,2,26283,174303
himachal-pradesh,2022,3,175904,173205
himachal-pradesh,2022,3,92820,174101
himachal-pradesh,2022,3,56931,173025
himachal-pradesh,2022,3,40204,173212
himachal-pradesh,2022,3,37302,175131
himachal-pradesh,2022,3,34261,171001
himachal-pradesh,2022,3,30499,175001
himachal-pradesh,2022,3,28749,176001
himachal-pradesh,2022,3,28132,176310
himachal-pradesh,2022,3,27631,174303
himachal-pradesh,2022,4,185427,173205
himachal-pradesh,2022,4,97287,174101
himachal-pradesh,2022,4,59665,173025
himachal-pradesh,2022,4,42153,173212
himachal-pradesh,2022,4,38954,175131
himachal-pradesh,2022,4,35912,171001
himachal-pradesh,2022,4,31959,175001
himachal-pradesh,2022,4,30045,176001
himachal-pradesh,2022,4,29369,176310
himachal-pradesh,2022,4,28849,174303
himachal-pradesh,2022,1,157444,173205
himachal-pradesh,2022,1,83008,174101
himachal-pradesh,2022,1,51122,173025
himachal-pradesh,2022,1,36295,173212
himachal-pradesh,2022,1,33781,175131
himachal-pradesh,2022,1,31090,171001
himachal-pradesh,2022,1,27584,175001
himachal-pradesh,2022,1,25946,176001
himachal-pradesh,2022,1,25418,176310
himachal-pradesh,2022,1,24940,174303
himachal-pradesh,2019,2,63870,173205
himachal-pradesh,2019,2,31906,174101
himachal-pradesh,2019,2,19851,173025
himachal-pradesh,2019,2,15049,173212
himachal-pradesh,2019,2,14034,175131
himachal-pradesh,2019,2,13320,171001
himachal-pradesh,2019,2,10832,175001
himachal-pradesh,2019,2,9780,176001
himachal-pradesh,2019,2,9747,174303
himachal-pradesh,2019,2,9130,176061
himachal-pradesh,2019,3,70222,173205
himachal-pradesh,2019,3,35428,174101
himachal-pradesh,2019,3,22094,173025
himachal-pradesh,2019,3,17220,173212
himachal-pradesh,2019,3,15731,175131
himachal-pradesh,2019,3,14882,171001
himachal-pradesh,2019,3,12394,175001
himachal-pradesh,2019,3,11173,176001
himachal-pradesh,2019,3,10978,174303
himachal-pradesh,2019,3,10399,171003
himachal-pradesh,2019,4,77412,173205
himachal-pradesh,2019,4,39379,174101
himachal-pradesh,2019,4,24538,173025
himachal-pradesh,2019,4,19051,173212
himachal-pradesh,2019,4,17472,175131
himachal-pradesh,2019,4,16323,171001
himachal-pradesh,2019,4,13750,175001
himachal-pradesh,2019,4,12379,176001
himachal-pradesh,2019,4,12230,174303
himachal-pradesh,2019,4,11618,176061
himachal-pradesh,2019,1,56637,173205
himachal-pradesh,2019,1,28081,174101
himachal-pradesh,2019,1,17415,173025
himachal-pradesh,2019,1,12770,173212
himachal-pradesh,2019,1,11959,175131
himachal-pradesh,2019,1,11430,171001
himachal-pradesh,2019,1,9174,175001
himachal-pradesh,2019,1,8340,174303
himachal-pradesh,2019,1,8058,176001
himachal-pradesh,2019,1,7691,173001
odisha,2020,2,74717,751002
odisha,2020,2,72471,751024
odisha,2020,2,68053,751006
odisha,2020,2,61814,760001
odisha,2020,2,61214,753001
odisha,2020,2,58940,751012
odisha,2020,2,58410,756001
odisha,2020,2,54791,751003
odisha,2020,2,52960,751019
odisha,2020,2,51897,752001
odisha,2020,3,80656,751002
odisha,2020,3,76546,751024
odisha,2020,3,72267,751006
odisha,2020,3,66361,753001
